ulmus-rubra|Tea|Slippery Elm Tea is a herbal concoction created by simmering the inner bark of the slippery elm tree, which has been used for centuries to soothe inflammation, digestive issues, and sore throats.
ulmus-rubra|Powder|Slippery Elm Powder is a fine, powdery substance derived from the innards of Elm trees, commonly used as an ingredient for soothing medicinal remedies and natural health supplements because it has a slippery texture that helps to coat and protect irritated or inflamed tissues in the body.
ulmus-rubra|Tincture|Slippery Elm Tincture is a natural remedy derived from the inner bark of the slippery elm tree, which has been traditionally used for medicinal purposes due to its high mucilage content that helps soothe irritated throats and digestive issues.
ulmus-rubra|Capsules|Slippery Elm Capsules is a herbal supplement made from dried inner bark of the slippery elm tree, encased in capsule form for easy consumption and offers various health benefits such as soothing digestive issues, relieving inflammation, and supporting respiratory functions.
ulmus-rubra|Syrup|Slippery Elm Syrup is a herbal remedy derived from an elastic tree bark known as slippery elm, which has been used for centuries to soothe sore throats and provide relief from various digestive issues.
ulmus-rubra|Lozenges|Slippery Elm Lozenges is a type of natural throat soothing remedy often derived from the inner bark of the slippery elm tree, usually given in lozenge form to relieve sore throats or similar inflammations, which provide quick relief and comfort when compared with traditional medication options.
ulmus-rubra|Gargle|Slippery Elm Gargle is a viscous herbal mixture that contains Slippery Elm powder mixed with water or other liquids, used as a soothing and healing remedy for throat inflammations, sore throats, and coughs.
ulmus-rubra|Suppository|Slippery Elm Suppository is a medical product created using slippery elm bark, which is inserted into the rectum for treating conditions such as irritation and inflammation around this area; this herbal remedy offers soothing relief due to its mucilaginous content.
ulmus-rubra|Infusion|Slippery Elm Infusion is a herbal remedy made by soaking and boiling the bark of Slippery Elm, also known as Ulmus Rubra or Red Elm tree.
ulmus-rubra|Poultice|Slippery Elm Poultice is a topical application created using slippery elm bark, which provides soothing relief for minor burns and skin irritations through its mucilaginous properties.
