achillea-millefolium|can-cause-skin-irritation|image|Dermatitis
achillea-millefolium|can-cause-skin-irritation|image|Eczema
achillea-millefolium|can-cause-skin-irritation|image|Psoriasis
achillea-millefolium|can-cause-skin-irritation|image|Contact dermatitis
achillea-millefolium|can-cause-skin-irritation|image|Urticaria (hives)
achillea-millefolium|can-cause-skin-irritation|image|Pruritus (severe itching)
achillea-millefolium|can-cause-skin-irritation|image|Allergic skin reactions
achillea-millefolium|can-cause-skin-irritation|image|Atopic dermatitis
achillea-millefolium|can-cause-skin-irritation|image|Rash
achillea-millefolium|can-cause-skin-irritation|image|Skin redness (erythema)
achillea-millefolium|might-induce-digestive-discomfort|image|Irritable Bowel Syndrome (IBS)
achillea-millefolium|might-induce-digestive-discomfort|image|Gastritis
achillea-millefolium|might-induce-digestive-discomfort|image|Peptic Ulcers
achillea-millefolium|might-induce-digestive-discomfort|image|Gastroesophageal Reflux Disease (GERD)
achillea-millefolium|might-induce-digestive-discomfort|image|Crohn's Disease
achillea-millefolium|might-induce-digestive-discomfort|image|Ulcerative Colitis
achillea-millefolium|might-induce-digestive-discomfort|image|Gastrointestinal Upset
achillea-millefolium|might-induce-digestive-discomfort|image|Abdominal Pain
achillea-millefolium|might-induce-digestive-discomfort|image|Dyspepsia (Indigestion)
achillea-millefolium|might-induce-digestive-discomfort|image|Diarrhea
achillea-millefolium|could-lead-to-allergic-reactions|image|Dermatitis
achillea-millefolium|could-lead-to-allergic-reactions|image|Asthma
achillea-millefolium|could-lead-to-allergic-reactions|image|Allergic rhinitis (hay fever)
achillea-millefolium|could-lead-to-allergic-reactions|image|Urticaria (hives)
achillea-millefolium|could-lead-to-allergic-reactions|image|Conjunctivitis (eye inflammation)
achillea-millefolium|could-lead-to-allergic-reactions|image|Anaphylaxis
achillea-millefolium|could-lead-to-allergic-reactions|image|Eczema
achillea-millefolium|could-lead-to-allergic-reactions|image|Contact dermatitis
achillea-millefolium|could-lead-to-allergic-reactions|image|Sinusitis
achillea-millefolium|could-lead-to-allergic-reactions|image|Allergic bronchitis
achillea-millefolium|may-interfere-with-blood-clotting|image|Hemophilia
achillea-millefolium|may-interfere-with-blood-clotting|image|Von Willebrand disease
achillea-millefolium|may-interfere-with-blood-clotting|image|Thrombocytopenia
achillea-millefolium|may-interfere-with-blood-clotting|image|Liver disease
achillea-millefolium|may-interfere-with-blood-clotting|image|Peptic ulcers
achillea-millefolium|may-interfere-with-blood-clotting|image|Gastrointestinal bleeding
achillea-millefolium|may-interfere-with-blood-clotting|image|Recent surgery
achillea-millefolium|may-interfere-with-blood-clotting|image|Stroke
achillea-millefolium|may-interfere-with-blood-clotting|image|Deep vein thrombosis
achillea-millefolium|may-interfere-with-blood-clotting|image|Cardiovascular disease
achillea-millefolium|can-induce-photosensitivity|image|Sunburn
achillea-millefolium|can-induce-photosensitivity|image|Photodermatitis
achillea-millefolium|can-induce-photosensitivity|image|Polymorphous Light Eruption (PMLE)
achillea-millefolium|can-induce-photosensitivity|image|Lupus Erythematosus
achillea-millefolium|can-induce-photosensitivity|image|Porphyria
achillea-millefolium|can-induce-photosensitivity|image|Solar Urticaria
achillea-millefolium|can-induce-photosensitivity|image|Drug-induced Photosensitivity
achillea-millefolium|can-induce-photosensitivity|image|Albinism
achillea-millefolium|can-induce-photosensitivity|image|Xeroderma Pigmentosum
achillea-millefolium|can-induce-photosensitivity|image|Actinic Prurigo
achillea-millefolium|might-lower-blood-pressure-excessively|image|Orthostatic hypotension
achillea-millefolium|might-lower-blood-pressure-excessively|image|Hypotension (low blood pressure)
achillea-millefolium|might-lower-blood-pressure-excessively|image|Bradycardia (abnormally slow heart rate)
achillea-millefolium|might-lower-blood-pressure-excessively|image|Dehydration
achillea-millefolium|might-lower-blood-pressure-excessively|image|Dizziness
achillea-millefolium|might-lower-blood-pressure-excessively|image|Fainting (syncope)
achillea-millefolium|might-lower-blood-pressure-excessively|image|Hypovolemia (low blood volume)
achillea-millefolium|might-lower-blood-pressure-excessively|image|Heart conditions (especially those sensitive to fluctuations in blood pressure)
achillea-millefolium|might-lower-blood-pressure-excessively|image|Kidney disorders affecting fluid balance
achillea-millefolium|might-lower-blood-pressure-excessively|image|Circulatory disorders
