turnera-diffusa|Tea|Urinary tract issues
turnera-diffusa|Tea|Sexual dysfunction
turnera-diffusa|Tea|Nervous system problems
turnera-diffusa|Tea|Anxiety and stress
turnera-diffusa|Tea|Depression
turnera-diffusa|Tea|Blood circulation concerns
turnera-diffusa|Tea|Fatigue
turnera-diffusa|Tea|Menstrual cramps
turnera-diffusa|Tea|Respiratory infections
turnera-diffusa|Tincture|Anxiety
turnera-diffusa|Tincture|Nervous tension
turnera-diffusa|Tincture|Menstrual cramps
turnera-diffusa|Tincture|Sexual dysfunction
turnera-diffusa|Tincture|Fatigue and lethargy
turnera-diffusa|Tincture|Mental fatigue
turnera-diffusa|Tincture|Depression
turnera-diffusa|Tincture|Stress
turnera-diffusa|Tincture|Insomnia
turnera-diffusa|Tincture|Urinary tract infections
turnera-diffusa|Tincture|Impotence
turnera-diffusa|Tincture|Weakened memory and concentration
turnera-diffusa|Tincture|Headaches
turnera-diffusa|Tincture|Low libido
turnera-diffusa|Infusion|Anxiety
turnera-diffusa|Infusion|Fright or nervousness
turnera-diffusa|Infusion|Stress
turnera-diffusa|Infusion|Headache
turnera-diffusa|Infusion|Tension
turnera-diffusa|Infusion|Nervous exhaustion
turnera-diffusa|Infusion|Depression
turnera-diffusa|Infusion|Mental fatigue
turnera-diffusa|Infusion|Brain fog
turnera-diffusa|Infusion|Lack of concentration
turnera-diffusa|Extract|Sexual dysfunction
turnera-diffusa|Extract|Depression
turnera-diffusa|Extract|Anxiety
turnera-diffusa|Extract|Fatigue
turnera-diffusa|Extract|Menstrual cramps
turnera-diffusa|Extract|Urinary incontinence
turnera-diffusa|Extract|Pain
turnera-diffusa|Extract|Nervous system disorders
turnera-diffusa|Extract|Inflammation
turnera-diffusa|Extract|Low libido
turnera-diffusa|Capsules|Menstrual cramps
turnera-diffusa|Capsules|Urinary tract infections (UTIs)
turnera-diffusa|Capsules|Depression and anxiety
turnera-diffusa|Capsules|Sexual dysfunction
turnera-diffusa|Capsules|Nervousness and tension
turnera-diffusa|Powder|Urinary tract infections
turnera-diffusa|Powder|Menstrual cramps
turnera-diffusa|Powder|Stress
turnera-diffusa|Powder|Anxiety
turnera-diffusa|Powder|Low sex drive
turnera-diffusa|Powder|Mood swings
turnera-diffusa|Powder|Headaches
turnera-diffusa|Powder|Insomnia
turnera-diffusa|Essential oil|Anxiety
turnera-diffusa|Essential oil|Headache
turnera-diffusa|Essential oil|Stress
turnera-diffusa|Essential oil|Depression
turnera-diffusa|Essential oil|Fatigue
turnera-diffusa|Essential oil|Nervous System
turnera-diffusa|Essential oil|Insomnia
turnera-diffusa|Honey/Propoleum mix|Stomach pains
turnera-diffusa|Honey/Propoleum mix|Urinary tract infections
turnera-diffusa|Honey/Propoleum mix|Menstrual cramps
turnera-diffusa|Honey/Propoleum mix|Fatigue
turnera-diffusa|Honey/Propoleum mix|Sexual dysfunction
turnera-diffusa|Honey/Propoleum mix|Arthritis pain relief
turnera-diffusa|Honey/Propoleum mix|Anxiety reduction
turnera-diffusa|Honey/Propoleum mix|Improved mood
turnera-diffusa|Honey/Propoleum mix|Inflammation reduction
turnera-diffusa|Syrup|Nervousness
turnera-diffusa|Syrup|Anxiety
turnera-diffusa|Syrup|Depression
turnera-diffusa|Syrup|Weakness
turnera-diffusa|Syrup|Aches and pains
turnera-diffusa|Syrup|Urinary issues
turnera-diffusa|Syrup|Sexual dysfunction
turnera-diffusa|Syrup|Headaches
turnera-diffusa|Syrup|Insomnia
turnera-diffusa|Liquid extract|Anxiety
turnera-diffusa|Liquid extract|Depression
turnera-diffusa|Liquid extract|Stress
turnera-diffusa|Liquid extract|Nervousness
turnera-diffusa|Liquid extract|Restlessness
turnera-diffusa|Liquid extract|Headaches
turnera-diffusa|Liquid extract|Fatigue
turnera-diffusa|Liquid extract|Insomnia
turnera-diffusa|Liquid extract|Poor memory
turnera-diffusa|Liquid extract|Mood swings
turnera-diffusa|Liquid extract|Sexual dysfunctions in women
turnera-diffusa|Liquid extract|Urinary tract problems
turnera-diffusa|Liquid extract|Menstrual cramps
