achillea-millefolium|Millet-like spikelets
achillea-millefolium|Lobed leaves
achillea-millefolium|Many flower heads
achillea-millefolium|Ray florets
achillea-millefolium|Daisy-like flowers
achillea-millefolium|Pink or red petals
achillea-millefolium|Hairy stems and leaves
achillea-millefolium|Compound leaves
achillea-millefolium|Leaflets arranged in rosette
achillea-millefolium|Aromatic foliage
aesculus-hippocastanum|Broad leaves
aesculus-hippocastanum|Spiky bursa
aesculus-hippocastanum|Large nuts
aesculus-hippocastanum|Compound leaves
aesculus-hippocastanum|Bark with grooves
aesculus-hippocastanum|Large flowers
aesculus-hippocastanum|Deciduous
aesculus-hippocastanum|Lobed leaves
aesculus-hippocastanum|Palmate leaves
aesculus-hippocastanum|Smooth bark
acorus-calamus|Leaves are elliptical
acorus-calamus|Leaf edges are serrate
acorus-calamus|Leaves are aromatic
acorus-calamus|Roots are rhizomous
acorus-calamus|Flowers are yellow
acorus-calamus|Flower petals are lanceolate
acorus-calamus|Fruit is an acorn
acorus-calamus|Stem is reed-like
acorus-calamus|Seeds are brown
acorus-calamus|Leaves have veins that are parallel
aloe-vera|stem succulent
aloe-vera|leaves fleshy and lanceolate
aloe-vera|inflorescence cylindrical
aloe-vera|flowers small and tubular
aloe-vera|fruit fleshy and juicy
aloe-vera|seeds microscopic
aloe-vera|stems tough and fibrous
aloe-vera|roots shallow and fibrous
aloe-vera|leaves succulent
aloe-vera|plant perennial
ammi-visnaga|Tall plant
ammi-visnaga|Stem elongated
ammi-visnaga|Leaves lanceolate
ammi-visnaga|Flowers white
ammi-visnaga|Seeds flat
ammi-visnaga|Fruits cylindrical
ammi-visnaga|Roots fibrous
ammi-visnaga|Bark scaly
ammi-visnaga|Stems hairy
ammi-visnaga|Flowers terminal
apium-graveolens|Stemmed, upright growth
apium-graveolens|Leafy, green color
apium-graveolens|Long, thin stalks
apium-graveolens|Foliage arranged in an alternate pattern
apium-graveolens|Reproductive structures borne on spikes
apium-graveolens|Flowers yellow with white center
apium-graveolens|Fruits are small and round, ornamental
apium-graveolens|Seeds are brown and oval-shaped
apium-graveolens|Root system shallow and fibrous
apium-graveolens|Perennial herbaceous plant
allium-sativum|Cluster of flowers
allium-sativum|Flat leaves
allium-sativum|White bulbs
allium-sativum|Scape
allium-sativum|Tubular flower structure
allium-sativum|Squid ink colored seed pods
allium-sativum|Leaves are flat and parallel veined
allium-sativum|Ovate shaped bulbils
allium-sativum|1-2 mm diameter cloves
allium-sativum|Strong garlic odor
allium-sativum|Pest repellant
allium-sativum|Medicinal plant
allium-sativum|Nutritional supplement
allium-sativum|Ornamental plant
allium-sativum|Companion plant
allium-sativum|Seasoning
allium-sativum|Mixed with butter
allium-sativum|Crushed and added to dishes
allium-sativum|Pickled
allium-sativum|Garlic bread
allium-sativum|Lowers blood pressure
allium-sativum|Improves cholesterol levels
allium-sativum|Boosts immune system
allium-sativum|Antibacterial properties
allium-sativum|Reduces inflammation
alpinia-officinarum|Fleshy rhizome
alpinia-officinarum|Erect, herbaceous stems
alpinia-officinarum|Compound leaves
alpinia-officinarum|Fragrant flowers
alpinia-officinarum|Few seeds per fruit
alpinia-officinarum|Distinctive zingiberaceae family characteristics
alpinia-officinarum|Large fleshy roots
alpinia-officinarum|Spike like inflorescences
alpinia-officinarum|Pungent aroma
alpinia-officinarum|Native to Southeast Asia and Pacific islands
angelica-sinensis|Biennial or perennial herb
angelica-sinensis|Leaves compound, pinnately divided
angelica-sinensis|Umbels of small white flowers
angelica-sinensis|Height up to 6 feet tall
angelica-sinensis|Stem hollow and ridged
angelica-sinensis|Leaflets lanceolate or oblong-lanceolate
angelica-sinensis|Root thick, fleshy, and aromatic
angelica-sinensis|Native to China and Korea
angelica-sinensis|Used in traditional Chinese medicine
angelica-sinensis|Belonging to the Apiaceae family
arctium-lappa|Large, hairy leaves
arctium-lappa|Purple-ish flowers
arctium-lappa|Thistle-like bracts
arctium-lappa|Tall, erect stem
arctium-lappa|Lobed leaflets
arctium-lappa|Rosette base
arctium-lappa|Composite inflorescence
arctium-lappa|Long, hooked prickles
arctium-lappa|White pith in stems
arctium-lappa|Biennial plant with taproot
artemisia-absinthium|Tiny yellow flowers
artemisia-absinthium|Finely divided leaves
artemisia-absinthium|Branched stems
artemisia-absinthium|Stiff hairy texture
artemisia-absinthium|Alternate arrangement of leaves
artemisia-absinthium|Greyish-green color
artemisia-absinthium|Prickly fruits
artemisia-absinthium|Bitter taste
artemisia-absinthium|Strong odor
artemisia-absinthium|Native to Europe and Asia
artemisia-annua|Annual plant
artemisia-annua|Umbel inflorescence
artemisia-annua|White flowers
artemisia-annua|Small leaves
artemisia-annua|Strong scent
artemisia-annua|Taproot system
artemisia-annua|Grayish stems
artemisia-annua|Pinnately compound leaves
artemisia-annua|Opposite leaf arrangement
artemisia-annua|Native to Asia
astragalus-membranaceus|Trifoliate leaves
astragalus-membranaceus|Blue to purple flowers
astragalus-membranaceus|Small seeds
astragalus-membranaceus|Branches have spines
astragalus-membranaceus|Grows in dry areas
astragalus-membranaceus|Flowers appear before leaves
astragalus-membranaceus|Blooms in spring and summer
astragalus-membranaceus|Leaves are hairless on upper surface
astragalus-membranaceus|Has a taproot system
astragalus-membranaceus|Can grow up to 2 meters tall
barosma-betulina|Evergreen shrub
barosma-betulina|White flowers
barosma-betulina|Dark green leaves
barosma-betulina|Oval shaped leaves
barosma-betulina|Opposite leaf arrangement
barosma-betulina|Tiny fruits
barosma-betulina|Reddish-brown bark
barosma-betulina|Small, round seeds
barosma-betulina|Grows in sandy soil
barosma-betulina|Native to South Africa
calendula-officinalis|Yellow flowers
calendula-officinalis|Daisy-like petals
calendula-officinalis|Biennial or perennial plant
calendula-officinalis|Native to Mediterranean region
calendula-officinalis|Attracts pollinators
calendula-officinalis|Has medicinal properties
calendula-officinalis|Grows in various soil types
calendula-officinalis|Blooms in spring and fall
calendula-officinalis|Used in herbal medicine
calendula-officinalis|Also known as pot marigold
cassia-senna|Compound leaves
cassia-senna|Stipules present
cassia-senna|Terete stems
cassia-senna|Pinnate inflorescence
cassia-senna|Pink/yellow flowers
cassia-senna|Ovate seed pods
cassia-senna|Tiny seeds
cassia-senna|Deciduous habit
cassia-senna|Hairy young shoots
cassia-senna|Native to Egypt
atropa-belladonna|Alternate compound leaves
atropa-belladonna|Lanceolate shape
atropa-belladonna|Leaf lobes
atropa-belladonna|Trifoliate leaves
atropa-belladonna|Dark green leaves
atropa-belladonna|Long petioles
atropa-belladonna|Narrow bracts
atropa-belladonna|Large bell-shaped flowers
atropa-belladonna|Attractive scent
atropa-belladonna|Toxic to humans and animals
azadirachta-indica|Oval shape
azadirachta-indica|Leafy
azadirachta-indica|Bark rough texture
azadirachta-indica|Spherical fruit
azadirachta-indica|Lobed leaves
azadirachta-indica|Trunk long
azadirachta-indica|Sharp thorns
azadirachta-indica|Resinous sap
azadirachta-indica|Hairy branches
azadirachta-indica|Sweet nectar
bupleurum-chinense|2-3 leaves per stem
bupleurum-chinense|Lanceolate leaf shape
bupleurum-chinense|Flowers on stalks
bupleurum-chinense|Bracts are hairy
bupleurum-chinense|Fruits are oblong
bupleurum-chinense|Achenes are smooth
bupleurum-chinense|Stem is erect
bupleurum-chinense|Leaves are dark green
bupleurum-chinense|Flowers are yellow
bupleurum-chinense|Root system is fibrous
capsicum-annuum|Fruiting branching
capsicum-annuum|Compound leaves
capsicum-annuum|Inferior ovary
capsicum-annuum|Trichomes
capsicum-annuum|Coriolan acid
capsicum-annuum|Large, lobed petals
capsicum-annuum|Hairy stems
capsicum-annuum|Fruits with placenta
capsicum-annuum|Dioecious
capsicum-annuum|Solanaceous
chamomilla-recutita|Asteroid
chamomilla-recutita|Flowering
chamomilla-recutita|Fruiting
chamomilla-recutita|Leafy
chamomilla-recutita|Bipedal
chamomilla-recutita|Monochromatic
chamomilla-recutita|Ovate
chamomilla-recutita|Inflated
chamomilla-recutita|Ligulate
chamomilla-recutita|Antherous
cimicifuga-racemosa|3-lobed leaves
cimicifuga-racemosa|Racemose flowering
cimicifuga-racemosa|3-parted fruit
cimicifuga-racemosa|Compound leaves
cimicifuga-racemosa|Deciduous
cimicifuga-racemosa|Lanceolate leaves
cimicifuga-racemosa|Yellow flowers
cimicifuga-racemosa|Erect plant
cimicifuga-racemosa|Hairy stems
cimicifuga-racemosa|Perennial
cinnamomum-verum|Thick, fibrous bark
cinnamomum-verum|Flattened, elongated leaves
cinnamomum-verum|Small, white flowers
cinnamomum-verum|Long, thin stems
cinnamomum-verum|Reddish-brown bark
cinnamomum-verum|Narrow, cylindrical shape
cinnamomum-verum|Leaves covered with small hairs
cinnamomum-verum|Oval, smooth leaves
cinnamomum-verum|Sweet aroma
cinnamomum-verum|Thorny branches
citrus-limon|Lemons are fruit
citrus-limon|Small trees (3-15m)
citrus-limon|Oval shape
citrus-limon|Thorny stems
citrus-limon|Orange/yellow skin
citrus-limon|Acidic taste
citrus-limon|Seeds in core
citrus-limon|Sweet scent
citrus-limon|Green leaves
citrus-limon|Contains essential oils
coleus-forskohlii|Opposite leaves
coleus-forskohlii|Alternate leaves
coleus-forskohlii|Lanceolate leaves
coleus-forskohlii|Oval leaves
coleus-forskohlii|Serrated leaves
coleus-forskohlii|Glossy leaves
coleus-forskohlii|Hairy stems
coleus-forskohlii|Reddish-brown roots
coleus-forskohlii|White flowers
coleus-forskohlii|Blueberries
centella-asiatica|Herbaceous
centella-asiatica|Aromatic
centella-asiatica|Dioecious
centella-asiatica|Bipinnate
centella-asiatica|Lobate
centella-asiatica|Glossy
centella-asiatica|Nervate
centella-asiatica|Serrate
centella-asiatica|Opposite
centella-asiatica|Pinnate
codonopsis-pilosula|Leaves are simple
codonopsis-pilosula|Stems are hairy
codonopsis-pilosula|Flowers are white
codonopsis-pilosula|Fruits are drupes
codonopsis-pilosula|Berries are sweet
codonopsis-pilosula|Roots are thick
codonopsis-pilosula|Bark is rough
codonopsis-pilosula|Seeds are black
codonopsis-pilosula|Leaves have lobes
codonopsis-pilosula|Plant is perennial
crataegus-oxyacantha|Stems thorny
crataegus-oxyacantha|Leaves simple
crataegus-oxyacantha|Flowers white
crataegus-oxyacantha|Fruits red
crataegus-oxyacantha|Berries small
crataegus-oxyacantha|Bark rough
crataegus-oxyacantha|Roots deep
crataegus-oxyacantha|Twigs sharp
crataegus-oxyacantha|Shrub
crataegus-oxyacantha|Deciduous
crataeva-nurvula|Monopodial
crataeva-nurvula|Lobed leaves
crataeva-nurvula|Red bark
crataeva-nurvula|Orange fruits
crataeva-nurvula|Dense foliage
crataeva-nurvula|Spiky buds
crataeva-nurvula|Thorny stems
crataeva-nurvula|Milky sap
crataeva-nurvula|Long-lived tree
crataeva-nurvula|Native to India
crocus-sativa|Stemmed
crocus-sativa|Flowered
crocus-sativa|Perennial
crocus-sativa|Bulbous
crocus-sativa|Aromatic
crocus-sativa|Crocus
crocus-sativa|Colored
crocus-sativa|Stigma
crocus-sativa|Pollen
crocus-sativa|Reproductive
curcuma-longa|Root rhizomatous
curcuma-longa|Leaves broad, oblong-ovate
curcuma-longa|Flowers yellow, large, complex
curcuma-longa|Fruits acrid, small, spherical
curcuma-longa|Seeds black, oval, small
curcuma-longa|Stem erect, thick, fleshy
curcuma-longa|Bark rough, scaly, grayish-brown
curcuma-longa|Vegetative reproduction by rhizomes
curcuma-longa|Aromatic essential oil
curcuma-longa|Contains curcuminoids
dioscorea-villosa|Lustrous
dioscorea-villosa|Large
dioscorea-villosa|Fleshy
dioscorea-villosa|Tuberous
dioscorea-villosa|Rooted
dioscorea-villosa|Spicy
dioscorea-villosa|Bitter
dioscorea-villosa|Smooth
dioscorea-villosa|Thick
dioscorea-villosa|Starchy
eleutherococcus-senticosus|Leaf shape
eleutherococcus-senticosus|Leaf size
eleutherococcus-senticosus|Stem type
eleutherococcus-senticosus|Bark texture
eleutherococcus-senticosus|Berry type
eleutherococcus-senticosus|Fruit color
eleutherococcus-senticosus|Leaf number
eleutherococcus-senticosus|Height growth
eleutherococcus-senticosus|Flower appearance
eleutherococcus-senticosus|Lifespan
ephedra-sinica|Stemless
ephedra-sinica|Branched
ephedra-sinica|Foliated
ephedra-sinica|Trifoliate
ephedra-sinica|Roveolate
ephedra-sinica|Nervous
ephedra-sinica|Glabrous
ephedra-sinica|Hairy
ephedra-sinica|Spikes
ephedra-sinica|Leaves
eugenia-caryophyllata|Long stems
eugenia-caryophyllata|Large flowers
eugenia-caryophyllata|Fragrant
eugenia-caryophyllata|Tannic acid
eugenia-caryophyllata|Dried buds
eugenia-caryophyllata|Clove oil
eugenia-caryophyllata|Spicy taste
eugenia-caryophyllata|Oval leaves
eugenia-caryophyllata|Yellow fruit
eugenia-caryophyllata|Evergreen tree
filipendula-ulmaria|Perennial herb
filipendula-ulmaria|Stem-to-root
filipendula-ulmaria|Aromatic
filipendula-ulmaria|Oval leaves
filipendula-ulmaria|Leaves opposite
filipendula-ulmaria|Flattened leaves
filipendula-ulmaria|White flowers
filipendula-ulmaria|Lanceolate bracts
filipendula-ulmaria|Nectarous flowers
filipendula-ulmaria|Reproductive seeds
gentiana-lutea|Monostachyous
gentiana-lutea|Tridentate
gentiana-lutea|Lanceolate
gentiana-lutea|Serrate
gentiana-lutea|Hirsute
gentiana-lutea|Inferior
gentiana-lutea|Stenanthium
gentiana-lutea|Erect
gentiana-lutea|Long pedicels
ginkgo-biloba|Monostyled
ginkgo-biloba|Compound leaves
ginkgo-biloba|Stately
ginkgo-biloba|Lobed
ginkgo-biloba|Palmate
ginkgo-biloba|Arched
ginkgo-biloba|Fossilized
ginkgo-biloba|Pale yellow
ginkgo-biloba|Elliptical fruit
ginkgo-biloba|Hairy
glycyrrhiza-glabra|Trunk
glycyrrhiza-glabra|Bark
glycyrrhiza-glabra|Leaves
glycyrrhiza-glabra|Flowers
glycyrrhiza-glabra|Fruits
glycyrrhiza-glabra|Stem
glycyrrhiza-glabra|Roots
glycyrrhiza-glabra|Branches
glycyrrhiza-glabra|Hairs
glycyrrhiza-glabra|Nectar
hamamelis-virginiana|Dense woody shrub or tree
hamamelis-virginiana|Leaves are lobed and narrow
hamamelis-virginiana|Bark is gray to brown with deep furrows
hamamelis-virginiana|Twisted branches and small, yellowish flowers
hamamelis-virginiana|Leaves persist through winter
hamamelis-virginiana|Inflated calyxes form the fruit
hamamelis-virginiana|Fruit is a seed capsule
hamamelis-virginiana|Stems have wart-like raised bumps
hamamelis-virginiana|Shrubs are up to 20 feet tall and wide
hamamelis-virginiana|Bark has an oily, peeling texture
humulus-lupulus|Aromatic
humulus-lupulus|Resinous
humulus-lupulus|Stemmed
humulus-lupulus|Leafy
humulus-lupulus|Conical
humulus-lupulus|Spiked
humulus-lupulus|Fruity
humulus-lupulus|Hoppy
humulus-lupulus|Lupine
humulus-lupulus|Bitter
hydrastis-canadensis|Lanceolate
hydrastis-canadensis|Bipinnate
hydrastis-canadensis|Ovate
hydrastis-canadensis|Compound
hydrastis-canadensis|Alternate
hydrastis-canadensis|Deciduous
hydrastis-canadensis|Perennial
hydrastis-canadensis|Monopodial
hydrastis-canadensis|Pinnate
hydrastis-canadensis|Reproductive
elettaria-cardamomum|Monocotyledonous
elettaria-cardamomum|Herbaceous perennial
elettaria-cardamomum|Stemmed
elettaria-cardamomum|Spikelets arranged on long axis
elettaria-cardamomum|Glossy leaves
elettaria-cardamomum|Flowers blue or pinkish white
elettaria-cardamomum|Fruits capsule-shaped
elettaria-cardamomum|Seeds small and brown
elettaria-cardamomum|Aromatic
elettaria-cardamomum|Grows up to 3 meters
chrysanthemum-morifolium|Flower head
chrysanthemum-morifolium|Foliage
chrysanthemum-morifolium|Stem
chrysanthemum-morifolium|Leaf shape
chrysanthemum-morifolium|Reproductive structure
chrysanthemum-morifolium|Seed
chrysanthemum-morifolium|Stigma
chrysanthemum-morifolium|Pistil
chrysanthemum-morifolium|Style
chrysanthemum-morifolium|Endosperm
cinchona-officinalis|Erect
cinchona-officinalis|Stemmed
cinchona-officinalis|Compound
cinchona-officinalis|Leafy
cinchona-officinalis|Aromatic
cinchona-officinalis|Perennial
cinchona-officinalis|Lobed
cinchona-officinalis|Reproductive
cinchona-officinalis|Brightly colored
cinchona-officinalis|Bark scaly
commiphora-molmol|Stemmed
commiphora-molmol|Shrubby
commiphora-molmol|Thorny
commiphora-molmol|Resinous
commiphora-molmol|Barky
commiphora-molmol|Leafy
commiphora-molmol|Woody
commiphora-molmol|Aromatic
commiphora-molmol|Sweet
commiphora-molmol|Tannic
corydalis-yanhusuo|
corydalis-yanhusuo|
corydalis-yanhusuo|
corydalis-yanhusuo|
corydalis-yanhusuo|
corydalis-yanhusuo|
corydalis-yanhusuo|
corydalis-yanhusuo|
corydalis-yanhusuo|
corydalis-yanhusuo|
echinacea-angustifolia|12 petals
echinacea-angustifolia|4 stamens
echinacea-angustifolia|3 sepals
echinacea-angustifolia|2 leaves
echinacea-angustifolia|2-3 inches tall
echinacea-angustifolia|1-2 inches wide
echinacea-angustifolia|Leaves rough-textured
echinacea-angustifolia|Flowers pinkish-red
echinacea-angustifolia|Root system fibrous
echinacea-angustifolia|Seeds small and brown
eucalyptus-globulus|Leaves are long and slender
eucalyptus-globulus|Bark is hard and thin
