status_id\status_name\preparation_id\preparation_name
3\dry mouth\0\teas
3\dry mouth\1\decoctions
3\dry mouth\2\tinctures
3\dry mouth\15\glycerites
3\dry mouth\3\mouthwashes
3\dry mouth\8\lozenges
3\dry mouth\10\capsules
3\dry mouth\16\tablets
3\dry mouth\26\powders
3\dry mouth\22\syrups
3\dry mouth\31\elixirs
3\dry mouth\12\pastes
3\dry mouth\11\ointments
3\dry mouth\23\salves
3\dry mouth\24\compresses
3\dry mouth\25\poultices
3\dry mouth\21\essential oils
3\dry mouth\36\hydrosols
2\bad breath\0\teas
2\bad breath\1\decoctions
2\bad breath\2\tinctures
2\bad breath\3\mouthwashes
2\bad breath\7\gargles
2\bad breath\4\toothpastes
2\bad breath\21\essential oils
2\bad breath\14\suppositories
2\bad breath\16\tablets
2\bad breath\10\capsules
2\bad breath\5\sprays
2\bad breath\8\lozenges
2\bad breath\22\syrups
2\bad breath\27\liniments
2\bad breath\11\ointments
4\mouth ulcers\0\teas
4\mouth ulcers\1\decoctions
4\mouth ulcers\2\tinctures
4\mouth ulcers\3\mouthwashes
4\mouth ulcers\9\gels
4\mouth ulcers\11\ointments
4\mouth ulcers\13\creams
4\mouth ulcers\12\pastes
4\mouth ulcers\10\capsules
4\mouth ulcers\16\tablets
4\mouth ulcers\22\syrups
4\mouth ulcers\5\sprays
4\mouth ulcers\26\powders
4\mouth ulcers\14\suppositories
4\mouth ulcers\24\compresses
5\oral thrust\0\teas
5\oral thrust\1\decoctions
5\oral thrust\2\tinctures
5\oral thrust\15\glycerites
5\oral thrust\22\syrups
5\oral thrust\31\elixirs
5\oral thrust\25\poultices
5\oral thrust\24\compresses
5\oral thrust\11\ointments
5\oral thrust\23\salves
5\oral thrust\13\creams
5\oral thrust\27\liniments
5\oral thrust\14\suppositories
5\oral thrust\30\baths
5\oral thrust\7\gargles
5\oral thrust\3\mouthwashes
5\oral thrust\8\lozenges
5\oral thrust\10\capsules
5\oral thrust\16\tablets
6\periodontal disease\0\teas
6\periodontal disease\1\decoctions
6\periodontal disease\2\tinctures
6\periodontal disease\7\gargles
6\periodontal disease\3\mouthwashes
6\periodontal disease\11\ointments
6\periodontal disease\12\pastes
6\periodontal disease\26\powders
6\periodontal disease\13\creams
6\periodontal disease\9\gels
6\periodontal disease\21\essential oils
6\periodontal disease\10\capsules
6\periodontal disease\16\tablets
6\periodontal disease\14\suppositories
6\periodontal disease\22\syrups
8\throat pain\0\teas
8\throat pain\1\decoctions
8\throat pain\2\tinctures
8\throat pain\22\syrups
8\throat pain\8\lozenges
8\throat pain\7\gargles
8\throat pain\3\mouthwashes
8\throat pain\10\capsules
8\throat pain\16\tablets
8\throat pain\25\poultices
8\throat pain\24\compresses
8\throat pain\21\essential oils
8\throat pain\31\elixirs
8\throat pain\33\electuaries
8\throat pain\14\suppositories
9\heartburn\0\teas
9\heartburn\1\decoctions
9\heartburn\2\tinctures
9\heartburn\19\fluid extracts
9\heartburn\15\glycerites
9\heartburn\10\capsules
9\heartburn\16\tablets
9\heartburn\14\suppositories
9\heartburn\11\ointments
9\heartburn\23\salves
9\heartburn\13\creams
9\heartburn\17\balms
9\heartburn\12\pastes
9\heartburn\25\poultices
9\heartburn\28\lotions
9\heartburn\27\liniments
9\heartburn\22\syrups
9\heartburn\8\lozenges
10\acid reflux\0\teas
10\acid reflux\1\decoctions
10\acid reflux\2\tinctures
10\acid reflux\15\glycerites
10\acid reflux\10\capsules
10\acid reflux\16\tablets
10\acid reflux\14\suppositories
10\acid reflux\11\ointments
10\acid reflux\13\creams
10\acid reflux\23\salves
10\acid reflux\22\syrups
10\acid reflux\31\elixirs
10\acid reflux\8\lozenges
10\acid reflux\25\poultices
10\acid reflux\24\compresses
10\acid reflux\27\liniments
10\acid reflux\12\pastes
10\acid reflux\5\sprays
11\gerd\0\teas
11\gerd\1\decoctions
11\gerd\2\tinctures
11\gerd\9\gels
11\gerd\11\ointments
11\gerd\10\capsules
11\gerd\16\tablets
11\gerd\22\syrups
11\gerd\8\lozenges
11\gerd\31\elixirs
11\gerd\25\poultices
11\gerd\12\pastes
11\gerd\23\salves
11\gerd\14\suppositories
11\gerd\27\liniments
13\indigestion\0\teas
13\indigestion\1\decoctions
13\indigestion\2\tinctures
13\indigestion\18\macerations
13\indigestion\15\glycerites
13\indigestion\10\capsules
13\indigestion\16\tablets
13\indigestion\14\suppositories
13\indigestion\37\oils
13\indigestion\23\salves
13\indigestion\22\syrups
13\indigestion\25\poultices
13\indigestion\24\compresses
13\indigestion\27\liniments
13\indigestion\19\fluid extracts
13\indigestion\26\powders
14\stomach pain\0\teas
14\stomach pain\1\decoctions
14\stomach pain\2\tinctures
14\stomach pain\19\fluid extracts
14\stomach pain\18\macerations
14\stomach pain\25\poultices
14\stomach pain\24\compresses
14\stomach pain\10\capsules
