herb_id\herb_slug\herb_name_common
1\mentha-x-piperita\peppermint
1\mentha-x-piperita\mint
1\mentha-x-piperita\piperita
1\mentha-x-piperita\english peppermint
1\mentha-x-piperita\black mint
1\mentha-x-piperita\red peppermint
1\mentha-x-piperita\green mint
1\mentha-x-piperita\sweet mint
1\mentha-x-piperita\winter mint
2\melissa-officinalis\lemon balm
2\melissa-officinalis\sweet balm
2\melissa-officinalis\bee balm
2\melissa-officinalis\honey plant
2\melissa-officinalis\lemon verbena
2\melissa-officinalis\melissa
2\melissa-officinalis\common balm
2\melissa-officinalis\wild basil
2\melissa-officinalis\incense leaf
3\thymus-vulgaris\thyme
3\thymus-vulgaris\garden thyme
3\thymus-vulgaris\wild thyme
3\thymus-vulgaris\common thyme
3\thymus-vulgaris\kitchen thyme
3\thymus-vulgaris\english thyme
4\salvia-officinalis\sage
4\salvia-officinalis\common sage
4\salvia-officinalis\dalmatian sage
4\salvia-officinalis\garden sage
4\salvia-officinalis\kitchen sage
4\salvia-officinalis\purple sage
4\salvia-officinalis\salad burnet
4\salvia-officinalis\savory sage
4\salvia-officinalis\winter savory
5\origanum-vulgare\wild marjoram
5\origanum-vulgare\oregano
5\origanum-vulgare\mountain mint
5\origanum-vulgare\thyme-leaved origanum
5\origanum-vulgare\knotted marjoram
5\origanum-vulgare\hiking oregano
5\origanum-vulgare\european oregano
5\origanum-vulgare\bush marjoram
6\cinnamomum-verum\ceylon cinnamon
6\cinnamomum-verum\true cinnamon
6\cinnamomum-verum\sri lankan cinnamon
6\cinnamomum-verum\cassia cinnamon
6\cinnamomum-verum\indian cinnamon
6\cinnamomum-verum\real cinnamon
6\cinnamomum-verum\zeylanicum
7\eucalyptus-globulus\tasmanian blue gum
7\eucalyptus-globulus\blue gum
7\eucalyptus-globulus\globulus eucalyptus
7\eucalyptus-globulus\australian bluegum
7\eucalyptus-globulus\peppermint gum
7\eucalyptus-globulus\blue gum tree
7\eucalyptus-globulus\tasmanian eucalyptus
7\eucalyptus-globulus\narrow-leaved peppermint
8\myrica-gale\bayberry
8\myrica-gale\sweet gale
8\myrica-gale\bog myrtle
8\myrica-gale\myrtle
8\myrica-gale\gale
8\myrica-gale\widdershins
8\myrica-gale\candleberry
8\myrica-gale\swamp bay
9\azadirachta-indica\neem
